Year,Order Number,Date,Total Price,Product
2022,407-1962711-8708342,13-Jun-22,₹ 199.00,"Color Stone Glossy Shiny Round Glass Pebbles for Fish Tank Aquarium Garden Home Outdoor Pathways Decoration (Tree Green, 1 Kg)"
2022,407-7750912-0545141,13-Jun-22,₹ 380.00,"CraftBug Crafts Wooden Round Tray | Serving Tray for Breakfast, Tea Serving, Table Décor | Serving Platters | Decorative Tray | Multipurpose Tray | Tray for Storage | Platter for Home and Kitchen 10 inch"
2022,171-4887917-7069107,03-Jun-22,"₹ 17,499.00","Redmi Note 11 Pro (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display"
2022,407-8255419-3298754,28-May-22,₹ 490.00,"Whisper bindazzz Nights Pads For Women, XXX-Large Pack of 20 pads"
2022,407-6187507-0607536,28-May-22,₹ 407.00,"Whisper Ultra Clean Sanitary Pads For Women, X-Large +, Pack of 50 Napkins"
2022,407-8246408-7002717,21-May-22,"₹ 4,499.00","SATSHREE Store Solid Wooden X Shape Table with Mild Steel Frame Sofa Side Table Perfect for Indoor Use in The Dining Room, Living Room, Study Table, Office (Brown)."
2022,403-9137368-2695516,20-May-22,"₹ 1,499.00",Amazon Prime (Yearly Membership)
2022,407-4121017-6240313,08-May-22,₹ 440.61,Dabur Vedic Suraksha Green Tea - 100 tea bags : Immunity Booster with the Goodness of 5 Ayurvedic Herbs
2022,407-4145035-2358721,05-May-22,₹ 899.00,"REHTRAD Pack of 50 Pee Pads for Dogs，Pet and Puppy Training Pads，Water Proof Dog Pee pad- 45 x 60CM (Pack of 50, Super Absorbent: 45 x 60cm)"
2022,407-9937942-8281962,19-Apr-22,"₹ 1,599.00",ARTIFACTS'OCEAN Antique Natural Round Wood Coffee Table | Vintage Look Side Table | Brown PU Gloss Finish Wooden Top n Wrought Iron Removable Legs | LxBxH-13x13x18 inch
2022,405-4129530-9346716,06-Apr-22,₹ 230.00,Robodo MO16 Esp8266 Serial ESP 01 Wi-Fi Wireless Transceiver Module Iot
2022,405-2568839-7848333,06-Apr-22,₹ 262.00,"Silicon TechnoLabs LCD 16x2 Alphanumeric Display (JHD162A) for 8051, AVR, Arduino, PIC, ARM All (Yellow)"
2022,407-8781199-3360363,03-Apr-22,₹ 398.00,"Home Centre Door Mat (Black, Rubber, Standard)"
2022,407-0122324-8931572,31-Mar-22,₹ 512.00,"Harpic Disinfectant Toilet Cleaner Liquid, Original - 1 L (Pack of 2) | India's # 1 Toilet Cleaner"
2022,407-2167864-7479529,25-Mar-22,₹ 799.00,"Electomania Training Pad for Dogs, Cats and Puppies, Extra Absorbent Urine mats, Poop & Pee Trainer, Potty Pads, Pet & Puppy Peeing Toilet Trainer Mat (M 50Pcs, Blue 45 * 60cm)"
2022,407-0789350-7402716,23-Mar-22,₹ 150.00,Truvic Unisex Zipper Sunglass Hard Case (Black)
2022,407-9158260-9060365,19-Mar-22,"₹ 1,893.00",crocs Women's Black Flip-Flops-8 UK (W10) (Sexi)
2022,407-1349127-3037127,12-Mar-22,₹ 237.00,Boldfit N95 Mask For Men & Women. 5 Layer PM 0.3 Filtaration N95 Mask For Protection From Pollution Approved By Bureau Of Indian Standards & ISO Standards - Pack Of 3 (Black)
2022,407-8005891-3708319,28-Feb-22,₹ 290.00,OVEERA Fan Cleaning Brush with Long Rod |Fan Cleaning Duster |Microfiber Fan Cleaner |Dust Cleaning Brush for Home (Multicolor)
2022,407-0406025-9997161,28-Feb-22,₹ 910.00,"Royal Canin Mini Starter, 1 kg"
2022,407-1736925-2120366,13-Feb-22,₹ 799.00,"Electomania Training Pad for Dogs, Cats and Puppies, Extra Absorbent Urine mats, Poop & Pee Trainer, Potty Pads, Pet & Puppy Peeing Toilet Trainer Mat (M 50Pcs, Blue 45 * 60cm)"
2022,407-1743148-9997908,13-Feb-22,"₹ 2,989.00",Isle Locada By Hidesign Women's SLING BAG(BORDEX/MARSALA)
2022,407-5909554-1678710,29-Jan-22,₹ 799.00,Hermosa Plain Ceramic Vase Style Flower Pot Unbreakable Modern Table Flower Vase Round Neck Vase for Home Decor Living Room (White)
2022,407-6402117-1706749,29-Jan-22,₹ 799.00,"Hermosa Plastic Ceramic Style Minimalist Unbreakable Modern Geometric Large Origami Designer Flower Vase Round Neck Vase (White), M"
2022,407-5657509-1246760,29-Jan-22,₹ 316.00,"Fourwalls Beautiful Decorative Artificial Chrysanthemums Flower Bunch (45 cm Tall, 7 Heads, Red)"
2022,407-1801431-4423502,29-Jan-22,₹ 292.00,"SATYAM KRAFT Artificial Plant Big Palm Leaves for Home Decoration and Craft (Green, 6 Pieces, 40 cm)"
2022,407-5771383-2828368,26-Jan-22,"₹ 1,199.00","Home Trendz Bamboo, Wooden, Cane Shoe Rack,Slipper Stand,Utility Rack,Planter Stand, Bookshelf,Shelf for Home Kitchen, Rack for Office Files"
2022,407-8722896-4281935,03-Jan-22,₹ 199.00,Gala Floor T-Mop (143070)
2021,407-5822151-9541139,28-Dec-21,"₹ 3,123.00","Royal Canin Mini Puppy, 4 kg"
2021,407-7808779-4334769,24-Dec-21,"₹ 1,105.00",Lavie Extra Large Malnov Women's Tote Bag (Black)
2021,407-8314246-9261103,19-Dec-21,₹ 450.00,"fizzytech 40-Watts E27 LED Yellow Bulb, Pack of 1, B10"
2021,407-4865654-7223542,05-Dec-21,"₹ 2,326.50","FARMINA N&D Pumpkin Dry Dog Food, Grain-Free, Puppy Mini Breed, 2.5-kg, Lamb and Blueberry"
2021,407-0120827-7496318,05-Dec-21,"₹ 1,499.00","AmazonBasics Pet Training and Puppy Pads, Regular - 150-Count"
2021,407-5439207-0709104,19-Nov-21,₹ 460.00,"Pet Care International (PCI) Stop Chew Spray Dogs, Stop Dog Chewing Deterrent - Anti Chew Repellent Formula for Puppies & Cats | 100% Non-Toxic | (100ml)"
2021,407-3204749-0883517,16-Nov-21,₹ 477.00,No Product Found
2021,407-7582032-3850767,07-Nov-21,₹ 910.00,"Royal Canin Mini Starter, 1 kg"
2021,407-8095281-5371526,05-Oct-21,₹ 189.00,"SOBBY Microfiber Car Cleaning Towel 800 GSM (Set Of 1, Multicolour)"
2021,407-7814769-4205105,24-Sep-21,₹ 299.00,Simple Yet Elegant Oxidized German Silver Bangles for Girls & Women (Set of 2 Bangles) (2.8)
2021,407-6871717-4169141,24-Sep-21,₹ 323.98,ZIVOM Metal Stainless Steel Kada Bangle With Jhumki for Women (Oxidised Silver_22gm)
2021,407-5600399-7293109,24-Sep-21,₹ 319.00,True Elements Rolled Oats Naturally Gluten Free 1 kg - Breakfast Cereal
2021,407-7304805-3785962,10-Sep-21,"₹ 1,440.00","RICA Aloe Vera Hard Wax Beads,800g (28.2 oz)"
2021,407-6797903-2754726,21-Jul-21,₹ 477.00,Rupa Jon Mens's White Half Sleeves Vest Pack of 5 Pcs (Size-90) W.RNS
2021,407-8594573-3117937,04-Jul-21,"₹ 9,999.00","DeckUp Versa Book Shelf/Display and Storage Unit (Dark Wenge, Matte Finish)"
2021,407-5008306-8797161,13-Jun-21,₹ 249.00,Butterfly Premium Vegetable Chopper 600 ml Blue
2021,407-6474950-4045136,29-May-21,₹ 249.00,Preyans from Jaipur Mart Oxidised Kadaa for Women (Silver)(GSB13SLV)
2021,407-3717585-7707542,29-May-21,₹ 657.00,HIGH TRENDZ Oxidised Silver Metal Agate Gypsy Style Statement Chain Pendant for Women (Design-6)
2021,407-4452788-1584330,16-May-21,"₹ 1,249.00","Bhagya Cast Iron Cookware Pre Seasoned Dosa Tawa /12 inches/Seasoned ,Black,Flat Bottom Ready to use"
2021,407-2009053-1017920,26-Apr-21,₹ 688.00,"True Elements Quinoa 1kg - Breakfast Cereal, Quinoa Grain, Healthy Food, Gluten Free Quinoa"
2021,407-1458502-9997130,18-Apr-21,"₹ 1,499.00",Amazon Prime (Yearly Membership)
2021,407-4912514-2052344,13-Apr-21,"₹ 1,690.00",Vans Unisex Old Skool Black and White Sneakers - 7 UK/India (40.5 EU)
2021,407-7240352-9975502,03-Apr-21,₹ 329.00,"Simran Handicrafts Round Roman Wooden Clock, Wood Carving MDF Design Wall Clock, Perfect for Office, Classroom, Bedroom, Living Room, Restaurant,Hotel etc."
2021,405-8302639-7466707,14-Feb-21,₹ 721.00,ECO CRYSTAL Merit Nylon Water Softener for Washing Machine (Aqua)
2021,407-3114100-0590765,30-Jan-21,₹ 285.00,Anna Karenina (Penguin Classics)
2020,407-6073921-4933118,28-Dec-20,₹ 725.00,"Gauri International 100% Natural Aloe Vera Gel for Acne, Scars, Glowing & Radiant Skin (Non toxic), 230ml"
2020,407-0968589-2157120,28-Dec-20,₹ 549.00,JBL C100SI In-Ear Deep Bass Headphones with Mic (Black)
2020,407-1327077-0527526,12-Dec-20,₹ 808.00,"Dr. Morepen BG-03 Gluco One Glucometer Combo, 50 Strips (Multicolor)"
2020,407-0589876-9714716,09-Dec-20,₹ 364.00,"Godrej aer Twist, Car Air Freshener - Fresh Lush Green (45g)"
2020,407-4708539-6298742,06-Dec-20,₹ 479.00,"GoSale 3.1 Amp Dual USB Port Car Charger for Maruti Suzuki Baleno Zeta Car Charger | High Speed Rapid Fast Turbo Metal Android & Tablets Car Mobile Charger with Micro USB/Type-C Cable (KGM, Multi)"
2020,407-1459450-9692310,06-Dec-20,₹ 227.00,"Generic - MAT-Brush-ST2 Cleaning Brush, Duster with Hard and Long Bristles for Car Seat/Carpet/Mats (Multicolour) - 2 Pieces"
2020,407-6985635-7672364,06-Dec-20,₹ 948.00,A One Shoppe Wall Clock/Home Clock/Living Room Clock Wall Clock for Home/Living Room/Bedroom (Brown) 16 x16 (Brown) Multi Color
2020,407-9235387-9509954,05-Dec-20,₹ 599.00,"GreyWings Ceiling Hanging Pendent Light, Black, Cycle"
2020,407-5715350-8870712,22-Nov-20,₹ 949.00,"Treewud, Wooden Elegant Stool Office Stool Chair for Home Decor || 12 x 12 x 12 Inches || Brown"
2020,407-0512170-7008304,11-Oct-20,₹ 329.00,"Nayasa Strong Patla 516, Grey"
2020,407-1987471-1257149,23-Aug-20,₹ 308.00,True Elements Gluten Free Rolled Oats 1kg - Protein Rich Oats
2020,407-8759847-0153137,14-Aug-20,₹ 135.00,JAPP Plastic Rice Pulses Fruits Vegetable Noodles Pasta Washing Bowl and Strainer (Multicolour)
2020,407-5196856-6855544,14-Aug-20,₹ 702.00,"Harpic White and Shine Bleach, 500 ml"
2020,407-2590373-0097902,09-Aug-20,₹ 308.00,"Lizol Disinfectant Floor Cleaner Citrus, 2 L"
2020,407-6091506-4227554,07-Aug-20,"₹ 2,120.00",Hush Puppies Men's Mocca Zero G Black Leather Formal Shoes/India - 8 UK/India (42 EU)(8546724)
2020,407-1208439-2888365,26-Jul-20,₹ 371.27,"Lotus Herbals Whiteglow 3-In-1 Deep Cleansing Skin Whitening Facial Foam, 100g"
2020,407-0942306-8329123,26-Jul-20,₹ 116.00,"Biotique Bio Henna Leaf Fresh Texture Shampoo & Conditioner, 180 ml"
2020,407-0965667-2515503,24-Jul-20,₹ 761.00,"Cello Classic Perfect Posture Plastic Stool, Big, Grey"
2020,407-8332364-4557916,23-Jul-20,₹ 757.00,"Tupperware Square Refrigerator Container Keep Tab 520ml, 1.2L 2pc Each"
2020,407-6874774-8518742,19-Jul-20,₹ 779.00,Puma Men's Ketava III DP s Peacoat White Sandal- 8 UK (42 EU) (9 US) (4060979669536)
2020,407-9699323-9005923,19-Jul-20,"₹ 2,070.00",Green Gardenia Iron Plant Stand/Pot Stand (6 Pot Holder Black)
2020,407-0525345-3997914,18-Jul-20,"₹ 7,300.00",EFC HIGH Back MESH Office Chair(SIZE-20X18X43INCHS//COLOR-BLACK)
2020,407-3147277-4984350,17-Jul-20,₹ 299.00,True Elements Gluten Free Quinoa 1kg - Quinoa for Weight Loss
2020,407-5087367-6921905,16-Jul-20,₹ 249.00,"Kashi Surgicals Kitchen and Garden Reusable Rubber Stretchable Hand Gloves for Washing Cleaning (Random Colours), 2 Pairs"
